id,title,overview,genres,cast,director,keywords,vote_average,popularity
14034,What's the Worst That Could Happen?,Thief Kevin Caffery attempts to rob from the home of rich businessman Max Fairbanks. But Fairbanks catches him and steals his cherished ring that his girlfriend gave him. Caffery is then bent on revenge and getting his ring back with the help of his partners.,"Action,Comedy","Martin Lawrence,Danny DeVito,John Leguizamo,Glenne Headly,Carmen Ejogo",Sam Weisman,"business man,master thief,thief,ring",5.1,0.455072
10016,Ghosts of Mars,Melanie Ballard (Natasha Henstridge) is a hard nosed police chief in the year 2025. She and a police snatch squad are sent to Mars to apprehend a dangerous criminal James Williams (Ice Cube). Mars has been occupied by humans for some time and they have set up mining facilities. The mining activities on Mars have unleashed the spirits of alien beings who gradually possess the bodies of the workers. It soon turns out that catching the dangerous fugitive takes a back seat as the alien spirits begin to rid their planet of the 'invaders'.,"Action,Horror,Science Fiction","Natasha Henstridge,Ice Cube,Jason Statham,Clea DuVall,Pam Grier",John Carpenter,"climbing up a wall,hung upside down,flashback within a flashback,cavern,battering",4.6,0.451722
10878,Saving Silverman,"A pair of buddies conspire to save their best friend from marrying the wrong woman, a cold-hearted beauty who snatches him from them and breaks up their Neil Diamond cover band.","Comedy,Romance,Crime","Jason Biggs,Steve Zahn,Jack Black,Amanda Peet,Amanda Detmer",Dennis Dugan,"female nudity,harassment,class differences,gay marriage,homosexual",5.2,0.447612
2779,The Curse of the Jade Scorpion,"CW Briggs is a veteran insurance investigator, with many successes. Betty Ann Fitzgerald is a new employee in the company he works for, with the task of reorganizing the office. They don't like each other - or at least that's what they think. During a night out with the rest of the office employees, they go to watch Voltan, a magician who secretly hypnotizes both of them.","Comedy,Crime,Mystery,Romance,Thriller","Woody Allen,Helen Hunt,John Tormey,John Schuck,Elizabeth Berkley",Woody Allen,"hypnosis,independent film",6.1,0.446532
11091,Riding in Cars with Boys,"A single mother, with dreams of becoming a writer, has a son at the age of 15 in 1965, and goes through a failed marriage with the drug-addicted father.","Comedy,Drama,Romance","Drew Barrymore,Steve Zahn,Adam Garcia,Brittany Murphy,Logan Lerman",Penny Marshall,"baby,becoming an adult,puberty,dream,drug addiction",6.4,0.443923
12610,Osmosis Jones,"A policeman white blood cell, with the help of a cold pill, must stop a deadly virus from destroying the human they live in, Frank.","Adventure,Animation,Action,Comedy,Family","Chris Rock,Laurence Fishburne,David Hyde Pierce,Brandy Norwood,Bill Murray",Bobby Farrelly|Peter Farrelly,"cold,flu,lethal virus,construction worker",5.6,0.439101
10778,The Man Who Wasn't There,"A tale of passion, crime and punishment set in the summer of 1949. Ed Crane, a barber in a small California town, is dissatisfied with his life, but his wife Doris' infidelity presents him with a chance to change it.","Crime,Drama","Billy Bob Thornton,Frances McDormand,Michael Badalucco,James Gandolfini,Scarlett Johansson",Joel Coen,"hairdresser,small town,con man,insurance fraud,encounter",7.1,0.438395
10796,The One,A sheriff's deputy fights an alternate universe version of himself who grows stronger with each alternate self he kills.,"Action,Science Fiction,Thriller","Jet Li,Jason Statham,Carla Gugino,Delroy Lindo,James Morrison",James Wong,dual identity,5.5,0.427875
9104,Buffalo Soldiers,"Set just before the fall of the Berlin Wall in 1989, Sgt. Ray Elwood is an American soldier stationed at a German army camp. A soldier because a judge gave him a choice between the army and jail, Ray spends much of his free time cooking cocaine for the MPs. When a soldier dies and a toxicology screen shows an alarming level of illegal narcotics, someone is sent in to investigate.","Drama,Comedy,War,Crime,Thriller","Joaquin Phoenix,Ed Harris,Scott Glenn,Anna Paquin,Elizabeth McGovern",Gregor Jordan,"germany,corruption,sex,based on novel,investigation",6.6,0.427146
24940,Head Over Heels,"Ordinary single girl Amanda Pierce (Monica Potter) unexpectedly finds herself sharing an awesome Manhattan apartment with four sexy supermodels. Determined to bring Amanda into their world, the models give her the ultimate makeover. The plan works fabulously as Amanda connects with next door charmer Jim Winston (Freddie Prinze, Jr.). That is, until one night...","Comedy,Romance","Monica Potter,Freddie Prinze Jr.,Shalom Harlow,Ivana MiliÄeviÄ‡,Sarah Murdoch",Mark Waters,supermodel,5.3,0.421293
10491,Enigma,"A romantic thriller based around the World War 2 project to crack the codes behind the Enigma machine, used by the Germans to encrypt messages sent to their submarines.","Mystery,Drama,Thriller,Romance,War","Dougray Scott,Kate Winslet,Saffron Burrows,Jeremy Northam,Nikolaj Coster-Waldau",Michael Apted,"lover (female),world war ii,radio transmission,leave,friendship",5.9,0.414765
9799,The Fast and the Furious,"Domenic Toretto is a Los Angeles street racer suspected of masterminding a series of big-rig hijackings. When undercover cop Brian O'Conner infiltrates Toretto's iconoclastic crew, he falls for Toretto's sister and must choose a side: the gang or the LAPD.","Action,Crime,Thriller","Paul Walker,Vin Diesel,Michelle Rodriguez,Jordana Brewster,Rick Yune",Rob Cohen,"street gang,car race,undercover,auto-tuning,los angeles",6.4,0.414311
441,Human Nature,"A philosophical burlesque, Human Nature follows the ups and downs of an obsessive scientist, a female naturalist, and the man they discover, born and raised in the wild. As scientist Nathan trains the wild man, Puff, in the ways of the world - starting with table manners - Nathan's lover Lila fights to preserve the man's simian past, which represents a freedom enviable to most.","Drama,Comedy","Patricia Arquette,Tim Robbins,Rhys Ifans,Miranda Otto,Rosie Perez",Michel Gondry,"individual,human evolution,philosophy,sexuality,mentally disabled",5.7,0.40848
9816,Save the Last Dance,"A white midwestern girl moves to Chicago, where her new boyfriend is a black teen from the South Side with a rough, semi-criminal past.","Drama,Family,Romance,Music","Julia Stiles,Sean Patrick Thomas,Kerry Washington,Fredro Starr,Terry Kinney",Thomas Carter,"ballet dancer,musical,ballet",6.4,0.405522
9517,Bully,"After finding himself at the constant abuse of his best friend Bobby, Marty has become fed up with his friend's twisted ways. His girlfriend, a victim of Bobby's often cruel ways, couldn't agree more and they strategize murdering Bobby.","Crime,Drama","Brad Renfro,Bijou Phillips,Nick Stahl,Rachel Miner,Michael Pitt",Larry Clark,"florida,striptease,homosexuality,independent film,best friend",6.3,0.400459
1999,In the Bedroom,"Summertime on the coast of Maine, ""In the Bedroom"" centers on the inner dynamics of a family in transition. Matt Fowler is a doctor practicing in his native Maine and is married to New York born Ruth Fowler, a music teacher. He is involved in a love affair with a local single mother. As the beauty of Maine's brief and fleeting summer comes to an end, these characters find themselves in the midst of unimaginable tragedy.","Drama,Thriller","Tom Wilkinson,Sissy Spacek,Nick Stahl,Marisa Tomei,William Mapother",Todd Field,"age difference,fishing,arbitrary law,conductor,ex husband",5.6,0.390152
10054,Spy Kids,"Carmen and Juni think their parents are boring. Little do they know that in their day, Gregorio and Ingrid Cortez were the top secret agents from their respective countries. They gave up that life to raise their children. Now, the disappearances of several of their old colleagues forces the Cortez' return from retirement. What they didn't count on was Carmen and Juni joining the ""family business.""","Action,Comedy,Family,Adventure","Alexa PenaVega,Daryl Sabara,Antonio Banderas,Carla Gugino,Alan Cumming",Robert Rodriguez,"double life,parents kids relationship,brother sister relationship,loss of parents,secret agent",5.5,0.386262
5955,The Pledge,A police chief about to retire pledges to help a woman find her daughter's killer. Based on a story by Swiss writer Friedrich DÃ¼rrenmatt.,"Crime,Drama,Mystery,Thriller","Jack Nicholson,Aaron Eckhart,Helen Mirren,Robin Wright,Vanessa Redgrave",Sean Penn,"promise,murder,drawing,porcupine,pledge",6.1,0.38279
13403,Hedwig and the Angry Inch,A transexual punk rock girl from East Berlin tours the US with her rock band as she tells her life story and follows the ex-boyfriend/bandmate who stole her songs.,"Comedy,Music","John Cameron Mitchell,Michael Aronov,Andrea Martin,Miriam Shor,Stephen Trask",John Cameron Mitchell,"transvestism,gay,sex,transgender,glam rock",7.2,0.382563
9991,Mean Machine,"Disgraced ex-England captain (Danny 'Mean Machine' Meehan) is thrown in jail for assaulting two police officers. He keeps his head down and has the opportunity to forget everything and change the lives of the prisoners. These prisoners have the chance to put one over the evil guards. The prisoners are lead by Danny and the whole of the prison, guards aside, are behind them.","Comedy,Drama","Vinnie Jones,David Kelly,David Hemmings,Ralph Brown,Vas Blackwood",Barry Skolnick,"prison,sport,amateur soccer,soccer coach",6.1,0.381873
3172,Bandits,Two bank robbers fall in love with the girl they've kidnapped.,"Action,Comedy,Crime,Romance","Bruce Willis,Billy Bob Thornton,Cate Blanchett,Troy Garity,William Converse-Roberts",Barry Levinson,prison,6.1,0.381751
11090,The Animal,"When loser Marvin Mange is involved in a horrible car accident, he's brought back to life by a deranged scientist as half man and half animal. His newfound powers are awesome -- but their adverse side effects could take over his life. Now, Marvin must fight to control his crazy primal urges around his new squeeze, Rianna, and his rival, Sgt. Sisk, who both think he's one cool cat.","Action,Comedy","Rob Schneider,Colleen Haskell,John C. McGinley,Ed Asner,Guy Torry",Luke Greenfield,"dream,employee,car crash,scientist,police officer",4.5,0.380227
7501,Knockaround Guys,Four sons of well-known New York mobsters must retrieve a bag of cash from a small Montana town ruled by a corrupt sheriff.,"Crime,Thriller","Barry Pepper,Andy Davoli,Seth Green,Vin Diesel,John Malkovich",Brian Koppelman|David Levien,"montana,sheriff,pile of dead bodies,money,mobster",5.7,0.379856
14543,The Matrix Revisited,The film goes behind the scenes of the 1999 sci-fi movie The Matrix.,Documentary,"Keanu Reeves,Hugo Weaving,Laurence Fishburne,Carrie-Anne Moss",Josh Oreck,"behind the scenes,fan culture,visual effect",6.5,0.363073
56715,Just Visiting,"A knight and his valet are plagued by a witch, and to repair the damage they make use of the services of a wizard. However, something goes wrong and they are transported from the 12th century to the year 2000. There the knight meets some of his family and slowly learns what this new century is like. However, he still needs to get back to the 12th century to deal with the witch, so he starts looking for a wizard.","Comedy,Fantasy,Science Fiction","Jean Reno,Christina Applegate,Christian Clavier,Matt Ross,Tara Reid",Jean-Marie PoirÃ©,"remake,alternate history,dragon,remake of french film,alternate timeline",4.7,0.356425
10691,Crazy/Beautiful,"At Pacific Palisades High, a poor Latino falls hard for a troubled girl from the affluent neighborhood.","Drama,Romance","Kirsten Dunst,Jay Hernandez,Bruce Davison,Herman Osorio,Miguel Castro",John Stockwell,"lovesickness,jealousy,parents kids relationship,love of one's life,cutting the cord",6.6,0.541416
16229,Prozac Nation,"Elizabeth is on the verge of losing her grip on life after she leaves her emotionally fraught home to start college. Quickly, her life takes a turn for the worse: She clashes with her roommate and decides her boyfriend, Rafe, is her sole salvation. Her psychiatrist prescribes Prozac â€¦ but is that her only choice?",Drama,"Christina Ricci,Jason Biggs,Anne Heche,Michelle Williams,Jonathan Rhys Meyers",Erik SkjoldbjÃ¦rg,"depression,harvard university,rolling stone,writer,therapy",6.0,0.352726
10477,Driven,"Talented rookie race-car driver Jimmy Bly has started losing his focus and begins to slip in the race rankings. It's no wonder, with the immense pressure being shoveled on him by his overly ambitious promoter brother as well as Bly's romance with his arch rival's girlfriend Sophia. With much riding on Bly, car owner Carl Henry brings former racing star Joe Tanto on board to help Bly. To drive Bly back to the top of the rankings, Tanto must first deal with the emotional scars left over from a tragic racing accident which nearly took his life.",Action,"Kip Pardue,Robert Sean Leonard,Til Schweiger,Estella Warren,Sylvester Stallone",Renny Harlin,"competition,running,career,idol,racing car",4.8,0.20867
14369,Out Cold,"Animal House meets Casablanca in this outrageous snowboarding comedy. Rick Rambis and his friends are having the time of their lives on Bull Mountain until the legendary Papa Muntz' son decides to sell the mountain to sleazy land developer John Majors, having the staff fired and turning Bull Mountain into 'Yuppieville'.",Comedy,"Jason London,Lee Majors,Zach Galifianakis,David Koechner,Willie Garson",Brendan Malloy|Emmett Malloy,"manager,alcohol,races,mountains,gondola",6.1,0.348262
5764,Princess of Thieves,"Sherwood forest has a courageous new hero - Gwyn, the daughter of Robin Hood. Possessing the cunning skills of her legendary father and the beauty and intelligence of her mother Maid Marian, Gwyn is anxious to follow in her father's footsteps. King Richard nears death and Robin Hood and his Merry Men are summoned to help bring Richard's son Philip to his rightful place on the throne before the evil Prince John can assume power. Robin Hood's life and that of the future King of England soon lies in Gwyn's hands when Robin is captured and sentenced to death.","Action,Family,Adventure,Romance,TV Movie","Keira Knightley,David Barrass,Malcolm McDowell,Hannah Cresswell,Stuart Wilson",Peter Hewitt,"robin hood,hood,arrow,wood,arch",5.7,0.318067
13496,American Outlaws,"When a Midwest town learns that a corrupt railroad baron has captured the deeds to their homesteads without their knowledge, a group of young ranchers join forces to take back what is rightfully theirs. They will become the object of the biggest manhunt in the history of the Old West and, as their fame grows, so will the legend of their leader, a young outlaw by the name of Jessie James.","Action,Western","Colin Farrell,Scott Caan,Ali Larter,Gabriel Macht,Gregory Smith",Les Mayfield,"sheriff,horse,outlaw,jesse james,cole younger",5.8,0.328665
9740,Hannibal,"After having successfully eluded the authorities for years, Hannibal peacefully lives in Italy in disguise as an art scholar. Trouble strikes again when he's discovered leaving a deserving few dead in the process. He returns to America to make contact with now disgraced Agent Clarice Starling, who is suffering the wrath of a malicious FBI rival as well as the media.","Crime,Drama,Thriller,Horror","Anthony Hopkins,Julianne Moore,Gary Oldman,Ray Liotta,David Andrews",Ridley Scott,"venice,brain,suspense,serial killer,fbi agent",6.3,0.324227
11456,Domestic Disturbance,A divorced father discovers that his 12-year-old son's new stepfather is not what he made himself out to be.,"Mystery,Thriller,Crime","John Travolta,Vince Vaughn,Teri Polo,Matt O'Leary,Steve Buscemi",Harold Becker,"menace,adoption,dangerous,adoptive father,threat to death",5.4,0.323191
2084,Birthday Girl,"A shy bank clerk orders a Russian mail order bride, and finds his life turned upside down.","Comedy,Crime,Thriller","Nicole Kidman,Ben Chaplin,Vincent Cassel,Mathieu Kassovitz,Kate Lynn Evans",Jez Butterworth,"female nudity,robbery,mail order bride,bank clerk",6.1,0.318495
19405,Recess: School's Out,"Recess: School's Out is a 2001 animated film based on the Disney television series Recess. This film was produced by Walt Disney Pictures and was released theatrically nationwide on February 16, 2001.It's the most exciting time of year at Third Street Elementary-- the end of the School Year! But boredom quickly sets in for protagonist TJ Detweiler, as his friends are headed for Summer Camp. One day, while passing by the school on his bike, he notices a green glow coming from the school's auditorium. This is the work of the insidious ex-principal of Third Street, Phillium Benedict and his gang of ninjas and secret service look-alikes! Benedict is planning to get rid of Summer Vacation using his newly-acquired Tractor Beam, which he stole from the US Military Base in an effort to raise US Test Scores, and it's up to the Recess Gang to stop him! In the end.","Animation,Comedy,Family","Rickey D'Shon Collins,Jason Davis,Ashley Johnson,Courtland Mead,Pamela Adlon",Chuck Sheetz,"holiday,elementary school,friends,based on tv series,summer",6.5,0.501163
4965,Impostor,"Gary Sinise plays Spencer Olham, a top-secret government weapons designer who is arrested by a clandestine government organization on suspicion of being a clone created by the hostile alien race wanting to take over Earth.","Action,Science Fiction,Thriller","Gary Sinise,Madeleine Stowe,Mekhi Phifer,Vincent D'Onofrio,Tony Shalhoub",Gary Fleder,"android,alien",5.9,0.300216
26602,Summer Catch,"A coming-of-age romantic comedy set against the backdrop of the Cape Cod Baseball League. Local boy Ryan Dunne (Freddie Prinze Jr.), now a pitcher for Boston College, meets Tenley Parrish (Jessica Biel), the daughter of a wealthy couple who summer on the Cape. Ryan and Tenley fall in love, much to the chagrin of their families, while Ryan clings to one last hope of being discovered and signed to a pro baseball contract.","Drama,Comedy,Romance","Freddie Prinze Jr.,Jessica Biel,Fred Ward,Matthew Lillard,Brian Dennehy",Mike Tollin,"beach,baseball,sport,bikini,party",4.8,0.299969
2171,Wet Hot American Summer,"The setting is Camp Firewood, the year 1981. It's the last day before everyone goes back to the real world, but there's still a summer's worth of unfinished business to resolve. At the center of the action is camp director Beth, who struggles to keep order while she falls in love with the local astrophysics professor. He is busy trying to save the camp from a deadly piece of NASA's Skylab which is hurtling toward earth. All that, plus: a dangerous waterfall rescue, love triangles, misfits, cool kids, and talking vegetable cans. The questions will all be resolved, of course, at the big talent show at the end of the day.",Comedy,"Janeane Garofalo,David Hyde Pierce,Michael Showalter,Marguerite Moreau,Paul Rudd",David Wain,"adolescence,summer camp,independent film",6.5,0.274314
10984,Valentine,Four Friends start to receive morbid valentine day cards. Someone out there is stalking them....someone they all spurned when they were younger. And Valentines Day 2001 is the Day she/he gets their revenge,"Horror,Thriller","Denise Richards,David Boreanaz,Marley Shelton,Jessica Capshaw,Jessica Cauffiel",Jamie Blanks,"mobbing,success,violence against women,revenge,serial killer",4.9,0.274027
11088,Heist,"Joe Moore has a job he loves. He's a thief. His job goes sour when he gets caught on security camera tape. His fence, Bergman reneges on the money he's owed, and his wife may be betraying him with the fence's young lieutenant. Moore and his partner, Bobby Blane and their utility man, Pinky Pincus find themselves broke, betrayed, and blackmailed. Moore is forced to commit his crew to do one last big job.","Action,Crime,Drama,Thriller","Gene Hackman,Danny DeVito,Delroy Lindo,Sam Rockwell,Rebecca Pidgeon",David Mamet,"gold,blackmail,bank robber,jewelry,receiving of stolen goods",6.5,0.272619
6935,Yamakasi - Les samouraÃ¯s des temps modernes,"Yamakasi - Les samouraÃ¯s des temps modernes is a 2001 French movie written by Luc Besson. It demonstrates the skills of the Yamakasi, a group of traceurs who battle against injustice in the Paris ghetto. They use parkour to steal from the rich in order to pay off medical bills for a kid injured copying their techniques.","Action,Crime,Drama","ChÃ¢u Belle Dinh,Williams Belle,Malik Diouf,Yann Hnautra,Guylain N'Guba-Boyeke",Ariel Zeitoun|Julien Seri,parkour,5.9,0.272562
4012,The Believer,The movie tells the story of a young Jewish man who becomes fiercely anti-Semitic.,Drama,"Ryan Gosling,Summer Phoenix,Theresa Russell,Billy Zane,Joshua Harto",Henry Bean,"bomb,jewry,world war ii,jewish life,jew",6.8,0.353327
23685,Monkeybone,"After a car crash sends repressed cartoonist Stu Miley (Fraser) into a coma, he and the mischievous Monkeybone, his hilariously horny alter-ego, wake up in a wacked-out waystation for lost souls. When Monkeybone takes over Stu's body and escapes to wreak havoc on the real world, Stu has to find a way to stop him before his sister pulls the plug on reality forever!","Adventure,Fantasy,Animation,Action,Comedy","Brendan Fraser,Bridget Fonda,John Turturro,Chris Kattan,Giancarlo Esposito",Henry Selick,"parallel worlds,organ donation,horniness agent,aftercreditsstinger",4.0,0.263042
39180,See Spot Run,"A drug sniffing agent canine is a target for an assassin boss so the FBI calls Witness Protection to send him somewhere else. Meanwhile a single Mom puts her 6 year old boy James in the care of her irresponsible, mailman, neighbor, Gordon, when the babysitter bails on her. Meanwhile, an assassin mob boss hires 2 goons to kill Agent 11. But when 11 escapes from the van when they tried to kill him, he hides in Gordon's Mailtruck that James is in too. And guess what they name him. Spot.","Action,Comedy,Family","Michael Clarke Duncan,David Arquette,Leslie Bibb,Joe Viterelli,Steve Schirripa",John Whitesell,dog,4.8,0.258176
16550,Storytelling,College and high school serve as the backdrop for two stories about dysfunction and personal turmoil.,"Comedy,Drama","John Goodman,Selma Blair,Robert Wisdom,Paul Giamatti,Leo Fitzpatrick",Todd Solondz,"sex,exploitation,high school,celebrity,independent film",5.8,0.257859
20536,61*,"In 1961, Roger Maris and Mickey Mantle played for the New York Yankees. One, Mantle, was universally loved, while the other, Maris, was universally hated. Both men started off with a bang, and both were nearing Babe Ruth's 60 home run record. Which man would reach it?","Drama,History","Barry Pepper,Thomas Jane,Anthony Michael Hall,Richard Masur,Bruce McGill",Billy Crystal,"baseball,sport,historical figure",5.8,0.25108
18976,Attila,"A romanced story of Attila the Hun, since his childhood, when he lost his parents until his death. Attila is disclosed as a great leader, strategist and lover and the movie shows his respect to the great Roman strategist Flavius Aetius, his loves and passions, the gossips, intrigues and betrayals in Rome, all of these feelings evolved by magic and mysticism.","War,Action,Adventure,Drama,History","Gerard Butler,Powers Boothe,Simmone Jade Mackinnon,Reg Rogers,Alice Krige",Dick Lowry,"general,roman,army,battlefield,blood",6.2,0.249357
32593,Snow White,"Snow White's mother dies during childbirth, leaving baby Snow and father John for dead on an icy field, who then receives a visit from one of Satan's representatives, granting him three wishes.","TV Movie,Fantasy,Family,Adventure","Miranda Richardson,Kristin Kreuk,Vera Farmiga,Vincent Schiavelli,Clancy Brown",Caroline Thompson,woman director,5.6,0.224439
11889,Iris,"True story of the lifelong romance between novelist Iris Murdoch and her husband John Bayley, from their student days through her battle with Alzheimer's disease.","Drama,Romance","Judi Dench,Jim Broadbent,Kate Winslet,Hugh Bonneville,Penelope Wilton",Richard Eyre,"based on novel,new love,love of one's life,retiree,aging",5.7,0.223151
11469,Black Knight,"Martin Lawrence plays Jamal, an employee in Medieval World amusement park. After sustaining a blow to the head, he awakens to find himself in 14th century England.","Adventure,Comedy,Fantasy","Martin Lawrence,Marsha Thomason,Tom Wilkinson,Vincent Regan,Daryl Mitchell",Gil Junger,"england,black people,medaillon,castle,time travel",5.4,0.906593
15601,Scooby-Doo and the Cyber Chase,"Scooby-Doo and the gang are trapped into a video game! So they follow up to Scooby Snacks to the last level and they met the cyber gang who just look like themselves. So, the cyber gang decided to help the gang to defeat the phantom virus.","Animation,Family","Scott Innes,Joe Alaskey,Bob Bergen,Grey Griffin,Gary Anthony Sturgis",Jim Stenstrum,"video game,virtual reality",6.7,0.210756
331,Jurassic Park III,"In need of funds for research, Dr. Alan Grant accepts a large sum of money to accompany Paul and Amanda Kirby on an aerial tour of the infamous Isla Sorna. It isn't long before all hell breaks loose and the stranded wayfarers must fight for survival as a host of new -- and even more deadly -- dinosaurs try to make snacks of them.","Adventure,Action,Thriller,Science Fiction","Sam Neill,William H. Macy,TÃ©a Leoni,Trevor Morgan,Alessandro Nivola",Joe Johnston,"exotic island,dna,paleontology,tyrannosaurus rex,velociraptor",5.6,0.167033
19366,Josie and the Pussycats,"Josie, Melody and Val are three small-town girl musicians determined to take their rock band out of their garage and straight to the top, while remaining true to their look, style and sound. They get a record deal which brings fame and fortune but soon realize they are pawns of two people who want to control the youth of America. They must clear their names, even if it means losing fame and fortune.","Comedy,Music","Rachael Leigh Cook,Rosario Dawson,Tara Reid,Gabriel Mann,Alan Cumming",Harry Elfont|Deborah Kaplan,"manager,pop,secret,small town,garage",5.2,0.209579
1722,Captain Corelli's Mandolin,"When a Greek fisherman leaves to fight with the Greek army during WWII, his fiancee falls in love with the local Italian commander. The film is based on a novel about an Italian soldier's experiences during the Italian occupation of the Greek island of Cephalonia (Kefalonia), but Hollywood made it into a pure love story by removing much of the ""unpleasant"" stuff.","Drama,History,Romance","Nicolas Cage,PenÃ©lope Cruz,Christian Bale,Irene Papas,Gerasimos Skiadaressis",John Madden,"officer,greek island,mandolin,italian soldier,resistance fighter",5.6,0.20688
37632,The Order,"When Rudy, an artifacts smuggler, goes to Jerusalem to rescue his kidnapped archeologist father, he faces deportation by a scheming police chief. Now, to find his dad and recover a sacred scroll, he'll have to outwit officials and a ruthless sect. With the help of a beautiful Israeli cop, Rudy battles a faction of religious zealots determined to see a holy war at all costs.","Adventure,Drama,Action,Comedy,Thriller","Jean-Claude Van Damme,Brian Thompson,Charlton Heston,Sofia Milos,Ben Cross",Sheldon Lettich,"crusader,artifact,attack",3.8,0.205204
2141,James Dean,"The man behind the legend and a knowing look at the 1950's Hollywood are revealed in this dynamic bioepic of the meteoric star whose troubled life echoed his gut-grabbing performances in East of Eden, Rebel Without A Cause and Giant.",Drama,"James Franco,Michael Moriarty,Valentina Cervi,Enrico Colantoni,Joanne Linville",Mark Rydell,biography,6.7,0.151506
13166,Freddy Got Fingered,"An unemployed cartoonist moves back in with his parents and younger brother Freddy. When his parents demand he leave, he begins to spread rumors that his father is sexually abusing Freddy.",Comedy,"Tom Green,Rip Torn,Marisa Coughlan,Eddie Kaye Thomas,Harland Williams",Tom Green,"wheelchair,slacker,sausage",4.3,0.202684
15647,Kissing Jessica Stein,"Jessica, a Jewish copy editor living and working in New York City, is plagued by failed blind dates with men, and decides to answer a newspaper's personal advertisement. The advertisement has been placed by 'lesbian-curious' Helen Cooper, a thirtysomething art gallerist.",Comedy,"Jennifer Westfeldt,Tovah Feldshuh,Esther Wurmfeld,Hillel Friedman,Jon Hamm",Charles Herman-Wurmfeld,"based on play,independent film,gay romance,lesbian,bisexual",5.9,0.195196
30416,Stanley Kubrick: A Life in Pictures,"With commentary from Hollywood stars, outtakes from his movies and footage from his youth, this documentary looks at Stanley Kubrick's life and films. Director Jan Harlan, Kubrick's brother-in-law and sometime collaborator, interviews heavyweights like Jack Nicholson, Woody Allen and Sydney Pollack, who explain the influence of Kubrick classics like ""Dr. Strangelove"" and ""2001: A Space Odyssey,"" and how he absorbed visual clues from disposable culture such as television commercials.",Documentary,"Tom Cruise,Stanley Kubrick,Barbara Kroner,Steven Marcus,Alexander Singer",Jan Harlan,"career,conversation,interview,history",7.5,0.194196
11370,The Musketeer,"In Peter Hyams's adaptation of the famous Alexander Dumas story The Three Musketeers, the young D'Artagnan seeks to join the legendary musketeer brigade and avenge his father's death - but he finds that the musketeers have been disbanded.","Action,Adventure,Drama","Catherine Deneuve,Mena Suvari,Stephen Rea,Tim Roth,Justin Chambers",Peter Hyams,"loss of family,queen,power,power takeover,kingdom",5.1,0.191566
9683,Bubble Boy,"Jimmy is young man who was born without an immune system and has lived his life within a plastic bubble in his bedroom... who pines for the sweet caresses of girl-next-door Chloe. But when Chloe decides to marry her high school boyfriend, Jimmy -- bubble suit and all -- treks cross-country to stop her. Swoosie Kurtz, as Jimmy's overprotective mom, co-stars along with Fabio, who portrays the leader of a religious cult.","Adventure,Comedy,Drama,Romance","Jake Gyllenhaal,Swoosie Kurtz,Marley Shelton,Danny Trejo,John Carroll Lynch",Blair Hayes,"lovesickness,niagara falls,crush,youth,illness",4.6,0.169845
200813,The Blue Planet,"The Blue Planet, the definitive exploration of the Earth's final frontier is now over. From the deep to the shore, from pole to pole it revealed extraordinary life and behaviour that had never before been filmed. In some cases the species were only recently known to scientists.The series took almost five years to make, involving nearly 200 filming locations. The fact that most of the ocean environment remains a mystery presented the production team with many challenges. Besides witnessing animal behaviour for the first time, the crew also observed some that were new to science. The producers were helped by marine scientists all over the world with state of the art equipment.",Documentary,David Attenborough,Alastair Fothergill,wild sea,6.9,0.114027
12900,Conspiracy,"The historical recreation of the 1942 Wannsee Conference, in which Nazi and SS leaders gathered in a Berlin suburb to discuss the ""Final Solution to the Jewish Question"". Lead by SS-General Reinhard Heydrich, this group of high ranking German officials came to the historic and far reaching decision that the Jews of Europe were to be exterminated in what would come to be known as the Holocaust.","Drama,History,TV Movie","Kenneth Branagh,Stanley Tucci,Colin Firth,Ian McNeice,Brendan Coyle",Frank Pierson,"war crimes,holocaust,jew persecution,nazis",6.3,0.168793
16723,Sugar & Spice,"When Jack (James Marsden) and Diane (Marley Shelton) find themselves in an unexpected adult situation, the A-Squad comes to their rescue. In order to help their friend Diane, the A-Squad goes where no cheerleader has gone before: taking on a little after-school project known as bank robbery. But the A-Squad does things their way -- with sugar and spice -- forever changing their friendship, their future and the nation's notion of teen spirit.","Crime,Comedy","Marla Sokoloff,Marley Shelton,Melissa George,Mena Suvari,Rachel Blanchard",Francine McDougall,"rebel,american football,robbery,bank,mask",5.4,0.26321
36269,Winning London,"When Chloe and Riley Lawrence are invited to London to participate in the international Model U.N. competition, they enjoy seeing the sights and head over heals romance with cute british boys of course.","Comedy,Family","Mary-Kate Olsen,Ashley Olsen,Brandon Tyler,Jesse Spencer,Rachel Roth",Craig Shapiro,"london,competition,travel,twins,teenager",5.7,0.150233999999999
1282,Dogtown and Z-Boys,Dogtown and Z-Boys follows the evolution of skateboarding from the 60's and into the late 70's as skateboarding's california beach boy image is transformed into a low-riding surf oriented style.,Documentary,"Sean Penn,Jay Adams,Henry Rollins,Steve Caballero,Tony Hawk",Stacy Peralta,"skateboarding,independent film",6.7,0.138860999999999
